model,mode,samples,realtive time(sec),temperature (Celcius),cpu load(pct),cpu freq(Hz),ram usage(pct),swap usage(pct),voltage,current,power
cnn,train,6000,37.38,63.3,88.9,1000.21,12.9,0.0,5.1,-0.97,4.98
cnn,train,6000,38.11,62.8,88.1,1000.21,12.8,0.0,5.11,-0.94,4.83
cnn,train,6000,38.76,62.8,84.8,1000.21,12.7,0.0,5.09,-1.01,5.15
cnn,train,6000,39.42,62.3,89.7,1000.27,12.8,0.0,5.11,-1.0,5.12
cnn,train,6000,40.1,61.8,89.8,1000.27,12.9,0.0,5.09,-1.01,5.16
cnn,train,6000,40.76,62.8,86.2,1000.27,12.8,0.0,5.1,-1.01,5.17
cnn,train,6000,41.4,62.8,85.6,1000.21,12.6,0.0,5.12,-0.85,4.35
cnn,train,6000,42.08,63.3,91.4,1000.27,12.8,0.0,5.1,-0.95,4.89
cnn,train,6000,42.75,62.8,83.1,1000.27,12.8,0.0,5.12,-0.89,4.54
cnn,train,6000,43.37,63.3,84.1,1000.21,12.6,0.0,5.12,-0.88,4.48
cnn,train,6000,44.02,61.8,86.7,1000.21,13.0,0.0,5.11,-0.75,3.88
cnn,train,6000,44.65,62.8,86.8,1000.27,12.8,0.0,5.09,-1.02,5.22
cnn,train,6000,45.28,62.8,85.5,1000.21,12.9,0.0,5.13,-0.85,4.39
cnn,train,6000,45.9,61.8,82.6,1000.27,12.8,0.0,5.11,-1.0,5.08
cnn,train,6000,46.55,62.3,82.7,1000.27,12.6,0.0,5.13,-0.83,4.25
cnn,train,6000,47.22,62.3,84.3,1000.21,12.9,0.0,5.12,-0.9,4.63
cnn,train,6000,47.84,62.3,81.5,1000.27,12.6,0.0,5.11,-0.92,4.62
cnn,train,6000,48.47,62.3,84.1,1000.21,13.0,0.0,5.11,-0.95,4.83
cnn,train,6000,49.11,62.8,83.3,1000.27,12.7,0.0,5.12,-0.91,4.63
cnn,train,6000,49.72,63.3,84.8,1000.27,12.7,0.0,5.12,-0.88,4.49
cnn,train,6000,50.43,62.8,79.8,1000.27,12.8,0.0,5.1,-0.91,4.63
cnn,train,6000,51.08,63.3,82.6,1000.21,12.5,0.0,5.11,-0.89,4.57
cnn,train,6000,51.7,62.8,80.9,1000.27,13.0,0.0,5.11,-0.95,4.86
cnn,train,6000,52.35,63.3,83.2,1000.21,12.6,0.0,5.12,-0.87,4.51
cnn,train,6000,52.97,62.8,86.1,1000.27,13.0,0.0,5.11,-0.83,4.28
cnn,train,6000,53.62,62.8,86.9,1000.27,12.8,0.0,5.1,-1.0,5.09
cnn,train,6000,54.24,62.3,83.7,1000.27,12.7,0.0,5.12,-0.91,4.65
cnn,train,6000,54.92,63.7,81.9,1000.27,12.8,0.0,5.12,-0.85,4.34
cnn,train,6000,55.52,62.8,86.1,1000.27,12.6,0.0,5.13,-0.83,4.24
cnn,train,6000,56.19,62.8,80.9,1000.27,12.9,0.0,5.1,-0.89,4.56
cnn,train,6000,56.82,62.8,84.1,1000.21,12.5,0.0,5.12,-0.92,4.7
cnn,train,6000,57.45,62.3,84.4,1000.27,12.9,0.0,5.12,-0.84,4.3
cnn,train,6000,58.09,64.2,80.1,1000.27,12.6,0.0,5.11,-0.9,4.58
cnn,train,6000,58.75,63.7,83.2,1000.27,12.8,0.0,5.12,-0.83,4.24
cnn,train,6000,59.43,63.3,81.8,1000.27,12.8,0.0,5.09,-0.89,4.54
cnn,train,6000,60.05,63.3,84.8,1000.27,12.6,0.0,5.11,-0.8,4.12
cnn,train,6000,60.71,63.7,82.7,1000.21,12.9,0.0,5.1,-1.01,5.15
cnn,train,6000,61.34,64.2,82.9,1000.27,12.5,0.0,5.11,-0.96,4.92
cnn,train,6000,62.0,63.3,83.3,1000.21,13.0,0.0,5.1,-0.95,4.88
cnn,train,6000,62.64,62.8,84.9,1000.21,12.8,0.0,5.12,-0.87,4.47
cnn,train,6000,63.27,62.8,83.0,1000.21,12.7,0.0,5.12,-0.88,4.49
cnn,train,6000,63.95,63.3,82.6,1000.21,12.8,0.0,5.11,-0.94,4.81
cnn,train,6000,64.62,63.3,81.0,1000.27,12.6,0.0,5.11,-0.96,4.76
cnn,train,6000,65.25,62.8,86.9,1000.27,13.0,0.0,5.14,-0.84,4.31
cnn,train,6000,65.9,63.7,81.0,1000.27,12.7,0.0,5.12,-0.85,4.36
cnn,train,6000,66.55,64.2,81.0,1000.27,12.7,0.0,5.12,-0.89,4.53
cnn,train,6000,67.24,63.7,80.1,1000.27,12.8,0.0,5.12,-1.01,5.15
cnn,train,6000,67.9,63.3,81.3,1000.27,12.6,0.0,5.11,-0.9,4.63
cnn,train,6000,68.55,63.7,83.6,1000.21,13.0,0.0,5.1,-0.98,5.0
cnn,train,6000,69.19,62.3,85.2,1000.21,12.8,0.0,5.12,-0.88,4.52
cnn,train,6000,69.82,63.3,83.1,1000.21,12.7,0.0,5.12,-0.91,4.75
cnn,train,6000,70.5,62.8,83.2,1000.27,12.8,0.0,5.12,-0.86,4.42
cnn,train,6000,71.12,64.2,84.3,1000.21,12.6,0.0,5.13,-0.78,4.01
cnn,train,6000,71.77,64.2,83.1,1000.27,13.0,0.0,5.1,-0.86,4.42
cnn,train,6000,72.4,63.3,83.3,1000.21,12.6,0.0,5.13,-0.81,4.19
cnn,train,6000,73.06,63.3,86.1,1000.21,13.0,0.0,5.14,-0.82,4.19
cnn,train,6000,73.73,63.7,83.0,1000.27,12.8,0.0,5.14,-0.78,4.01
cnn,train,6000,74.34,63.7,84.2,1000.27,12.8,0.0,5.11,-0.97,4.94
cnn,train,6000,75.0,63.7,81.4,1000.21,12.8,0.0,5.11,-0.81,4.74
cnn,train,6000,75.62,63.3,84.3,1000.27,12.8,0.0,5.13,-0.83,4.29
cnn,train,6000,76.29,64.2,80.5,1000.27,12.9,0.0,5.11,-0.99,5.08
cnn,train,6000,76.95,64.2,80.3,1000.21,12.6,0.0,5.11,-0.91,4.58
cnn,train,6000,77.57,63.3,84.5,1000.27,13.0,0.0,5.12,-0.97,4.98
cnn,train,6000,78.2,62.8,82.6,1000.27,12.7,0.0,5.14,-0.92,4.71
cnn,train,6000,78.83,64.7,83.0,1000.27,12.8,0.0,5.12,-0.83,4.26
cnn,train,6000,79.5,63.7,82.7,1000.27,12.8,0.0,5.1,-0.96,4.92
cnn,train,6000,80.13,63.3,85.0,1000.21,12.6,0.0,5.14,-0.76,3.89
cnn,train,6000,80.78,63.7,81.6,1000.21,12.9,0.0,5.11,-0.98,5.03
cnn,train,6000,81.43,64.2,81.3,1000.27,12.6,0.0,5.11,-0.84,4.34
cnn,train,6000,82.1,65.2,83.8,1000.21,12.7,0.0,5.12,-0.76,3.88
cnn,train,6000,82.82,64.7,81.4,1000.21,12.9,0.0,5.1,-0.9,4.61
cnn,train,6000,83.47,64.7,83.2,1000.27,12.6,0.0,5.12,-0.86,4.42
cnn,train,6000,84.11,63.7,81.4,1000.21,13.0,0.0,5.1,-0.98,5.02
cnn,train,6000,84.74,63.7,80.0,1000.27,12.7,0.0,5.11,-0.96,4.9
cnn,train,6000,85.35,64.7,85.0,1000.27,13.0,0.0,5.11,-1.02,5.18
cnn,train,6000,86.0,63.3,83.1,1000.27,12.8,0.0,5.09,-1.02,5.21
cnn,train,6000,86.62,63.3,83.6,1000.27,12.7,0.0,5.11,-1.02,5.21
cnn,train,6000,87.25,64.2,84.9,1000.27,12.8,0.0,5.11,-0.8,4.1
cnn,train,6000,87.91,63.3,82.2,1000.27,12.8,0.0,5.11,-0.91,4.63
cnn,train,6000,88.54,64.2,78.1,1000.27,12.8,0.0,5.14,-0.91,4.67
cnn,train,6000,89.17,63.7,83.8,1000.27,12.8,0.0,5.12,-0.91,4.65
cnn,train,6000,89.83,63.7,82.9,1000.27,12.9,0.0,5.1,-0.9,4.61
cnn,train,6000,90.52,64.2,82.7,1000.21,12.7,0.0,5.11,-0.94,4.36
cnn,train,6000,91.12,64.7,86.6,1000.21,13.0,0.0,5.12,-0.87,4.45
cnn,train,6000,91.82,63.7,80.1,1000.27,12.8,0.0,5.11,-0.83,4.68
cnn,train,6000,92.49,64.2,80.9,1000.27,12.5,0.0,5.12,-0.89,4.54
cnn,train,6000,93.14,63.7,81.6,1000.27,12.9,0.0,5.12,-0.9,4.6
cnn,train,6000,93.78,64.2,81.5,1000.27,12.6,0.0,5.12,-0.88,4.49
cnn,train,6000,94.41,64.2,84.7,1000.21,13.0,0.0,5.11,-0.97,4.98
cnn,train,6000,95.02,64.7,81.4,1000.21,12.6,0.0,5.13,-0.86,4.39
cnn,train,6000,95.69,64.2,82.5,1000.27,12.8,0.0,5.12,-0.81,4.45
cnn,train,6000,96.37,63.3,83.8,1000.21,12.8,0.0,5.05,-1.3,6.55
cnn,train,6000,97.01,63.7,83.2,1000.21,12.8,0.0,5.1,-0.88,4.53
cnn,train,6000,97.66,64.2,82.1,1000.21,12.9,0.0,5.09,-0.95,4.86
cnn,train,6000,98.29,64.7,83.2,1000.21,12.5,0.0,5.1,-0.96,4.7
cnn,train,6000,98.93,63.7,83.2,1000.27,12.9,0.0,5.1,-0.98,5.0
cnn,train,6000,99.54,65.2,78.7,1000.21,12.5,0.0,5.11,-0.93,4.74
cnn,train,6000,100.19,64.2,82.3,1000.21,12.9,0.0,5.11,-0.94,4.79
cnn,train,6000,100.8,64.2,82.6,1000.27,12.6,0.0,5.1,-0.95,4.86
cnn,train,6000,101.44,64.2,83.9,1000.21,12.9,0.0,5.11,-0.8,4.1
cnn,train,6000,102.06,65.7,82.9,1000.21,12.6,0.0,5.11,-0.95,4.85
cnn,train,6000,102.7,63.7,86.2,1000.27,12.9,0.0,5.13,-0.82,4.22
cnn,train,6000,103.46,63.7,80.6,1000.27,12.8,0.0,5.11,-0.89,4.54
cnn,train,6000,104.1,64.2,82.2,1000.21,12.6,0.0,5.11,-0.92,4.72
cnn,train,6000,104.75,64.2,83.7,1000.27,12.8,0.0,5.12,-0.85,4.42
cnn,train,6000,105.4,65.2,82.6,1000.21,12.8,0.0,5.12,-0.81,4.68
cnn,train,6000,106.05,64.7,84.0,1000.27,12.8,0.0,5.13,-0.81,4.15
cnn,train,6000,106.74,65.2,83.3,1000.27,12.9,0.0,5.12,-0.89,4.57
cnn,train,6000,107.36,64.7,78.9,1000.27,12.5,0.0,5.11,-0.9,4.58
cnn,train,6000,107.99,63.7,80.2,1000.21,12.8,0.0,5.11,-0.89,4.57
cnn,train,6000,108.63,64.7,82.1,1000.27,12.6,0.0,5.12,-0.92,4.72
cnn,train,6000,109.29,64.2,84.8,1000.27,12.8,0.0,5.11,-0.92,4.8
cnn,train,6000,109.95,65.2,81.5,1000.21,12.8,0.0,5.11,-0.85,4.34
cnn,train,6000,110.58,64.2,82.7,1000.27,12.6,0.0,5.11,-0.93,4.74
cnn,train,6000,111.23,64.7,82.4,1000.27,12.8,0.0,5.12,-0.75,3.84
cnn,train,6000,111.9,65.2,81.6,1000.27,12.7,0.0,5.1,-0.96,4.9
cnn,train,6000,112.55,64.7,83.7,1000.21,12.8,0.0,5.12,-0.89,4.57
cnn,train,6000,113.24,65.7,83.3,1000.27,12.9,0.0,5.11,-0.99,5.08
cnn,train,6000,113.88,64.7,83.2,1000.21,12.6,0.0,5.12,-0.9,4.6
cnn,train,6000,114.51,64.7,84.6,1000.27,12.9,0.0,5.11,-0.89,4.58
cnn,train,6000,115.15,64.7,81.2,1000.21,12.6,0.0,5.11,-0.92,4.71
cnn,train,6000,115.77,65.2,85.2,1000.27,13.0,0.0,5.12,-0.94,4.81
cnn,train,6000,116.48,64.7,81.1,1000.21,12.8,0.0,5.13,-0.81,4.16
cnn,train,6000,117.12,66.2,82.9,1000.27,12.6,0.0,5.14,-0.79,4.01
cnn,train,6000,117.78,65.7,82.0,1000.21,12.9,0.0,5.1,-0.97,4.95
cnn,train,6000,118.43,64.7,82.2,1000.27,12.6,0.0,5.12,-0.9,4.61
cnn,train,6000,119.08,65.7,85.8,1000.21,13.0,0.0,5.14,-0.88,4.51
cnn,train,6000,119.76,65.2,81.6,1000.27,12.8,0.0,5.14,-0.76,3.93
cnn,train,6000,120.39,65.2,83.1,1000.27,12.8,0.0,5.11,-0.9,4.62
cnn,train,6000,121.08,64.2,81.0,1000.27,12.8,0.0,5.12,-0.89,4.56
cnn,train,6000,121.73,64.2,81.8,1000.27,12.6,0.0,5.11,-0.91,4.63
cnn,train,6000,122.35,64.7,83.0,1000.21,13.0,0.0,5.14,-0.87,4.42
cnn,train,6000,122.98,65.2,79.2,1000.21,12.6,0.0,5.12,-0.9,4.61
cnn,train,6000,123.6,64.7,85.6,1000.21,13.0,0.0,5.14,-0.91,4.67
cnn,train,6000,124.25,65.2,84.4,1000.21,12.8,0.0,5.1,-1.01,5.15
cnn,train,6000,124.88,65.7,82.7,1000.27,12.7,0.0,5.12,-0.96,4.93
cnn,train,6000,125.58,64.2,81.9,1000.21,12.9,0.0,5.1,-0.94,4.83
cnn,train,6000,126.24,65.2,81.9,1000.27,12.6,0.0,5.12,-0.85,4.36
cnn,train,6000,126.87,64.2,86.3,1000.27,13.0,0.0,5.12,-0.98,4.99
cnn,train,6000,127.55,66.2,85.1,1000.27,12.8,0.0,5.13,-0.82,4.2
cnn,train,6000,128.19,65.7,84.1,1000.27,12.8,0.0,5.14,-0.83,4.26
cnn,train,6000,128.84,65.2,83.2,1000.27,12.9,0.0,5.1,-0.93,4.76
cnn,train,6000,129.49,65.7,80.0,1000.27,12.6,0.0,5.12,-0.86,4.4
cnn,train,6000,130.11,64.7,81.1,1000.27,12.8,0.0,5.11,-0.89,4.56
cnn,train,6000,130.75,65.2,83.8,1000.27,12.7,0.0,5.13,-0.9,4.63
cnn,train,6000,131.36,65.2,84.5,1000.27,13.0,0.0,5.12,-0.76,3.88
cnn,train,6000,132.01,64.7,83.1,1000.27,12.8,0.0,5.14,-0.81,4.11
cnn,train,6000,132.64,65.7,83.9,1000.27,12.7,0.0,5.12,-0.97,4.97
cnn,train,6000,133.35,65.7,81.8,1000.21,12.9,0.0,5.12,-0.98,5.0
cnn,train,6000,134.0,64.7,82.1,1000.27,12.6,0.0,5.12,-0.88,4.49
cnn,train,6000,134.65,65.2,86.8,1000.27,13.0,0.0,5.12,-0.9,4.58
cnn,train,6000,135.32,64.7,83.5,1000.27,12.8,0.0,5.11,-0.98,5.03
cnn,train,6000,135.93,65.7,83.4,1000.27,12.8,0.0,5.1,-0.9,4.6
cnn,train,6000,136.62,65.7,82.6,1000.27,12.9,0.0,5.11,-0.96,4.92
cnn,train,6000,137.25,65.7,81.3,1000.27,12.5,0.0,5.13,-0.81,4.16
cnn,train,6000,137.9,65.7,80.2,1000.27,13.0,0.0,5.13,-0.79,4.56
cnn,train,6000,138.55,65.7,82.5,1000.21,12.6,0.0,5.11,-0.84,4.31
cnn,train,6000,139.24,65.7,84.4,1000.27,12.8,0.0,5.12,-0.89,4.57
cnn,train,6000,139.92,65.7,82.2,1000.21,12.9,0.0,5.11,-1.0,5.11
cnn,train,6000,140.55,65.2,81.4,1000.21,12.6,0.0,5.11,-0.92,4.7
cnn,train,6000,141.18,65.7,80.9,1000.21,12.9,0.0,5.12,-0.9,4.6
cnn,train,6000,141.85,65.7,84.4,1000.27,12.8,0.0,5.14,-0.84,4.29
cnn,train,6000,142.47,64.7,84.9,1000.21,12.7,0.0,5.1,-0.9,4.58
cnn,train,6000,143.18,65.7,84.5,1000.21,12.9,0.0,5.1,-1.0,5.09
cnn,train,6000,143.86,66.2,80.9,1000.21,12.6,0.0,5.12,-0.86,4.42
cnn,train,6000,144.48,65.7,86.0,1000.27,13.0,0.0,5.12,-0.8,4.08
cnn,train,6000,145.13,65.7,83.2,1000.21,12.8,0.0,5.12,-0.87,4.44
cnn,train,6000,145.74,66.7,85.5,1000.27,12.7,0.0,5.13,-0.88,4.51
cnn,train,6000,146.4,65.7,83.3,1000.21,12.8,0.0,5.11,-0.83,4.26
cnn,train,6000,147.04,66.7,83.7,1000.27,12.6,0.0,5.13,-0.82,4.21
cnn,train,6000,147.71,65.2,80.0,1000.27,13.0,0.0,5.13,-0.77,3.96
cnn,train,6000,148.35,65.7,81.9,1000.21,12.6,0.0,5.11,-0.91,4.65
cnn,train,6000,148.97,65.2,83.2,1000.27,13.0,0.0,5.1,-0.96,4.9
cnn,train,6000,149.61,65.2,78.9,1000.27,12.7,0.0,5.11,-0.91,4.65
cnn,train,6000,150.22,66.2,86.6,1000.21,13.0,0.0,5.09,-0.96,4.93
cnn,train,6000,150.85,66.2,78.4,1000.27,12.7,0.0,5.11,-0.91,4.68
cnn,train,6000,151.46,66.2,82.8,1000.27,13.0,0.0,5.1,-0.99,5.06
cnn,train,6000,152.11,66.2,82.2,1000.27,12.7,0.0,5.11,-0.92,4.68
cnn,train,6000,152.73,66.2,82.7,1000.21,12.8,0.0,5.12,-0.89,4.48
cnn,train,6000,153.41,65.7,80.7,1000.21,12.8,0.0,5.11,-0.9,4.62
cnn,train,6000,154.05,66.2,81.4,1000.27,12.6,0.0,5.11,-0.78,4.01
cnn,train,6000,154.7,66.2,81.8,1000.27,12.9,0.0,5.1,-0.95,4.84
cnn,train,6000,155.37,65.2,80.3,1000.21,12.6,0.0,5.11,-0.9,4.61
cnn,train,6000,156.0,65.2,82.6,1000.27,13.0,0.0,5.13,-0.81,4.13
cnn,train,6000,156.66,65.2,84.3,1000.21,12.8,0.0,5.09,-1.04,5.26
cnn,train,6000,157.31,65.7,85.4,1000.27,12.9,0.0,5.1,-1.01,5.15
cnn,train,6000,157.98,65.2,80.0,1000.27,12.9,0.0,5.11,-1.06,5.4
cnn,train,6000,158.65,65.7,82.3,1000.27,12.6,0.0,5.11,-0.89,4.56
cnn,train,6000,159.28,65.2,82.8,1000.21,13.0,0.0,5.09,-1.02,5.22
cnn,train,6000,159.94,67.2,82.1,1000.27,12.7,0.0,5.09,-0.96,4.94
cnn,train,6000,160.58,66.2,82.3,1000.27,12.7,0.0,5.11,-0.9,4.6
cnn,train,6000,161.26,64.7,81.9,1000.27,12.8,0.0,5.1,-0.93,4.75
cnn,train,6000,161.89,65.7,78.9,1000.27,12.6,0.0,5.13,-0.86,4.43
cnn,train,6000,162.56,66.2,78.4,1000.21,13.0,0.0,5.11,-0.95,4.86
cnn,train,6000,163.24,65.2,80.3,1000.27,12.7,0.0,5.12,-0.89,4.53
cnn,train,6000,163.88,66.2,81.8,1000.27,12.7,0.0,5.12,-0.91,4.66
cnn,train,6000,164.57,66.2,83.1,1000.21,12.8,0.0,5.11,-0.94,4.8
cnn,train,6000,165.25,66.2,80.5,1000.27,12.6,0.0,5.12,-0.85,4.39
cnn,train,6000,165.89,66.2,85.1,1000.27,13.0,0.0,5.1,-0.88,4.49
cnn,train,6000,166.53,65.7,84.4,1000.27,12.8,0.0,5.09,-1.01,5.13
cnn,train,6000,167.16,67.2,82.7,1000.27,12.8,0.0,5.11,-0.89,4.53
cnn,train,6000,167.84,66.7,82.6,1000.21,12.8,0.0,5.11,-0.96,4.92
cnn,train,6000,168.53,65.2,81.2,1000.27,12.6,0.0,5.11,-0.9,4.61
cnn,train,6000,169.2,66.2,82.7,1000.27,12.7,0.0,5.12,-0.88,4.48
cnn,train,6000,169.9,66.7,81.9,1000.27,12.9,0.0,5.11,-0.99,5.08
cnn,train,6000,170.55,67.2,82.0,1000.27,12.6,0.0,5.13,-0.86,4.44
cnn,train,6000,171.21,66.2,87.1,1000.27,12.7,0.0,5.14,-0.76,3.93
cnn,train,6000,171.9,66.2,82.4,1000.27,12.8,0.0,5.11,-0.91,4.67
cnn,train,6000,172.52,65.7,84.7,1000.27,12.6,0.0,5.13,-0.81,4.16
cnn,train,6000,173.19,66.2,81.9,1000.27,12.9,0.0,5.13,-0.88,4.48
cnn,train,6000,173.86,66.2,84.1,1000.27,12.7,0.0,5.11,-0.87,4.48
cnn,train,6000,174.47,65.2,84.1,1000.21,13.0,0.0,5.14,-0.9,4.57
cnn,train,6000,175.11,66.7,81.5,1000.21,12.8,0.0,5.12,-0.88,4.51
cnn,train,6000,175.73,66.2,85.2,1000.27,12.7,0.0,5.11,-0.92,4.68
cnn,train,6000,176.43,66.2,83.0,1000.27,12.8,0.0,5.1,-0.99,5.07
cnn,train,6000,177.08,66.2,82.5,1000.27,12.6,0.0,5.11,-0.92,4.62
cnn,train,6000,177.7,65.7,82.1,1000.27,13.0,0.0,5.14,-0.81,4.17
cnn,train,6000,178.4,65.7,85.1,1000.27,12.8,0.0,5.1,-1.01,5.17
cnn,train,6000,179.02,66.7,84.5,1000.21,12.8,0.0,5.12,-0.9,4.61
cnn,train,6000,179.71,65.7,82.4,1000.21,12.9,0.0,5.1,-0.9,4.6
cnn,train,6000,180.36,66.2,81.2,1000.27,12.6,0.0,5.13,-0.87,4.48
cnn,train,6000,180.99,66.2,83.4,1000.21,13.0,0.0,5.1,-0.99,5.04
cnn,train,6000,181.64,66.2,82.6,1000.27,12.7,0.0,5.1,-0.92,4.72
cnn,train,6000,182.29,65.7,82.4,1000.21,12.8,0.0,5.12,-0.86,4.4
cnn,train,6000,182.95,66.2,82.2,1000.21,12.8,0.0,5.09,-1.01,5.17
cnn,train,6000,183.58,67.2,84.5,1000.21,12.6,0.0,5.13,-0.92,4.72
cnn,train,6000,184.27,65.7,84.8,1000.27,13.0,0.0,5.11,-0.76,3.88
cnn,train,6000,184.92,67.2,83.3,1000.27,12.8,0.0,5.09,-1.0,5.11
cnn,train,6000,185.6,65.2,85.7,1000.21,12.8,0.0,5.14,-0.84,4.33
cnn,train,6000,186.28,67.2,82.5,1000.21,12.9,0.0,5.12,-0.9,4.6
cnn,train,6000,186.93,66.2,79.3,1000.27,12.6,0.0,5.12,-0.84,4.29
cnn,train,6000,187.56,66.7,84.6,1000.27,13.0,0.0,5.11,-0.9,4.65
cnn,train,6000,188.22,65.7,83.6,1000.27,12.8,0.0,5.09,-1.01,5.13
cnn,train,6000,188.85,66.2,82.2,1000.27,12.8,0.0,5.11,-0.98,5.02
cnn,train,6000,189.52,66.2,85.0,1000.27,12.9,0.0,5.1,-0.94,4.79
cnn,train,6000,190.14,67.2,81.9,1000.21,12.5,0.0,5.14,-0.75,3.88
cnn,train,6000,190.79,66.7,81.9,1000.21,12.9,0.0,5.12,-0.89,4.57
cnn,train,6000,191.43,65.7,76.4,1000.21,12.6,0.0,5.11,-0.9,4.58
cnn,train,6000,192.07,65.7,84.3,1000.27,13.0,0.0,5.12,-0.85,4.35
