model,mode,samples,realtive time(sec),temperature (Celcius),cpu load(pct),cpu freq(Hz),ram usage(pct),swap usage(pct),voltage,current,power
cnn,train,6000,116.09,68.6,86.4,1500.4,13.0,0.0,5.07,-1.0,4.48
cnn,train,6000,116.74,68.1,85.1,1500.35,12.9,0.0,5.07,-1.04,5.27
cnn,train,6000,117.36,67.2,83.3,1500.35,13.0,0.0,5.05,-0.84,4.28
cnn,train,6000,118.02,68.1,83.5,1500.4,13.0,0.0,5.05,-1.06,5.39
cnn,train,6000,118.65,67.2,82.7,1500.35,12.9,0.0,5.07,-1.11,5.63
cnn,train,6000,119.3,67.6,82.4,1500.4,12.9,0.0,5.09,-0.81,4.13
cnn,train,6000,119.9,68.6,84.8,1500.4,12.8,0.0,5.06,-0.86,4.39
cnn,train,6000,120.52,68.1,85.7,1500.4,12.7,0.0,5.09,-0.91,4.71
cnn,train,6000,121.2,68.1,85.4,1500.4,12.7,0.0,5.09,-0.89,4.58
cnn,train,6000,121.84,68.1,84.2,1500.35,12.6,0.0,5.08,-0.99,5.03
cnn,train,6000,122.47,67.6,85.5,1500.4,12.7,0.0,5.11,-0.82,4.21
cnn,train,6000,123.11,69.1,87.1,1500.4,12.8,0.0,5.08,-0.89,4.53
cnn,train,6000,123.78,68.1,86.3,1500.35,12.7,0.0,5.09,-0.84,4.26
cnn,train,6000,124.44,67.6,85.9,1500.35,12.8,0.0,5.07,-0.96,5.03
cnn,train,6000,125.08,68.1,85.3,1500.35,12.9,0.0,5.07,-1.06,5.38
cnn,train,6000,125.74,67.6,85.6,1500.35,12.9,0.0,5.08,-1.02,5.16
cnn,train,6000,126.38,68.1,84.6,1500.4,12.8,0.0,5.08,-1.0,5.11
cnn,train,6000,127.09,68.1,86.1,1500.4,12.8,0.0,5.08,-0.96,4.93
cnn,train,6000,127.74,68.6,84.6,1500.4,13.0,0.0,5.09,-0.88,4.86
cnn,train,6000,128.4,67.6,83.9,1500.35,13.0,0.0,5.08,-0.83,4.25
cnn,train,6000,129.07,67.6,83.4,1500.4,13.0,0.0,5.08,-0.82,4.19
cnn,train,6000,129.72,68.6,86.2,1500.4,12.9,0.0,5.08,-1.0,5.07
cnn,train,6000,130.39,68.6,86.3,1500.35,12.8,0.0,5.07,-0.95,4.85
cnn,train,6000,131.01,68.1,82.6,1500.35,12.8,0.0,5.08,-0.82,4.16
cnn,train,6000,131.69,69.6,85.0,1500.35,12.8,0.0,5.05,-1.07,5.41
cnn,train,6000,132.38,68.6,85.1,1500.35,13.0,0.0,5.08,-0.87,4.43
cnn,train,6000,133.06,69.1,85.1,1500.4,12.8,0.0,5.07,-0.98,4.99
cnn,train,6000,133.72,67.6,82.9,1500.4,12.9,0.0,5.06,-1.1,5.59
cnn,train,6000,134.38,68.1,84.1,1500.4,12.9,0.0,5.06,-1.07,5.45
cnn,train,6000,134.99,68.6,83.5,1500.4,13.0,0.0,5.04,-1.13,5.82
cnn,train,6000,135.66,68.6,82.0,1500.4,13.0,0.0,5.04,-1.03,5.29
cnn,train,6000,136.29,69.1,81.1,1500.4,12.9,0.0,5.05,-1.04,5.26
cnn,train,6000,136.97,68.1,82.1,1500.4,12.9,0.0,5.06,-1.04,5.27
cnn,train,6000,137.61,68.1,83.0,1500.35,12.9,0.0,5.11,-1.0,5.12
cnn,train,6000,138.23,68.6,83.8,1500.4,12.8,0.0,5.07,-0.92,5.81
cnn,train,6000,138.86,69.1,85.4,1500.4,12.7,0.0,5.1,-0.91,4.61
cnn,train,6000,139.49,68.6,85.7,1500.4,12.6,0.0,5.07,-1.1,5.56
cnn,train,6000,140.14,69.1,85.6,1500.35,12.7,0.0,5.07,-0.93,4.74
cnn,train,6000,140.79,68.1,84.9,1500.4,12.8,0.0,5.07,-1.05,5.35
cnn,train,6000,141.45,69.1,84.5,1500.4,12.9,0.0,5.09,-0.99,5.06
cnn,train,6000,142.13,68.6,86.4,1500.35,12.8,0.0,5.07,-0.97,4.95
cnn,train,6000,142.77,68.6,83.5,1500.35,12.9,0.0,5.07,-1.02,5.48
cnn,train,6000,143.43,68.6,86.1,1500.35,12.9,0.0,5.07,-1.05,5.31
cnn,train,6000,144.05,68.6,83.7,1500.35,13.0,0.0,5.04,-1.0,5.11
cnn,train,6000,144.72,69.1,85.1,1500.35,12.8,0.0,5.08,-0.97,4.92
cnn,train,6000,145.4,69.6,85.9,1500.4,12.9,0.0,5.08,-0.99,5.03
cnn,train,6000,146.02,68.6,84.4,1500.35,13.0,0.0,5.04,-0.93,4.71
